10;10;48;0
12;30;41;0
12;38;40;0
13;47;35;0
13;54;34;0
13;62;33;0
14;68;30;0
15;75;27;0
15;84;25;0
16;91;22;0
15;98;23;4
14;103;24;3
13;107;25;2
13;112;24;2
14;118;22;2
14;123;21;2
14;126;21;2
15;131;18;2
16;136;18;2
17;138;17;4
18;140;17;4
17;143;17;7
17;147;16;7
17;147;16;7
18;151;15;7
19;153;15;7

14;101;24;2;
