4;20;13;0;0
4;30;11;0;0
4;40;9;0;0
4;49;7;0;0
4;58;6;0;0
4;67;5;0;0
4;76;4;0;0
5;84;3;0;0
4;92;3;8;0
3;100;5;4;0
3;109;4;4;0
2;117;7;6;0
2;125;8;6;0
2;133;9;6;0
2;141;10;6;0
2;149;11;6;0
2;157;12;6;0
2;165;13;6;0
2;173;14;6;0
3;182;11;6;1
3;189;12;6;1
3;196;13;6;1
3;204;13;6;1
3;212;13;6;1
3;219;14;6;1
3;225;15;6;1
3;225;16;6;1
3;225;17;6;1
3;225;18;6;1
3;225;19;6;1
3;225;20;6;1
3;225;21;6;1
4;225;18;6;1
4;225;19;6;1
4;225;20;6;1
5;225;18;6;1
5;225;19;6;1
5;225;20;6;1
5;225;21;6;1
5;225;22;6;1
5;225;23;6;1
5;225;24;6;1
5;225;25;6;1
5;225;26;6;1
5;225;27;6;1
5;225;28;6;1
5;225;29;6;1
5;225;30;6;1
5;225;31;6;1
5;225;32;6;1
5;225;33;6;1
5;225;34;6;1
5;225;35;6;1
5;225;36;6;1
5;225;37;6;1
5;225;38;6;1
5;225;39;6;1
5;225;40;6;1
6;225;37;6;1
6;225;38;6;1
6;225;39;6;1
6;225;40;6;1
6;225;41;6;1
6;225;42;6;1
6;225;43;6;1
6;225;44;6;1
6;225;45;6;1
7;225;42;6;1
7;225;43;6;1
7;225;44;6;1
7;225;45;6;1
7;225;46;6;1
7;225;47;6;1
7;225;48;6;1
7;225;49;6;1
7;225;50;6;1
8;225;47;6;1
8;225;48;6;1
8;225;49;6;1
8;225;50;6;1
8;225;51;6;1
9;225;48;6;1
10;225;46;6;1
11;225;44;6;1
12;225;43;6;1
12;223;44;6;1
13;222;43;6;1
13;219;44;6;1
14;217;44;6;1
16;215;41;6;1
17;210;41;6;1
18;205;41;6;1
20;202;39;6;1
24;201;35;6;1
27;193;33;6;1
28;184;33;6;1
31;174;32;6;1
34;162;31;6;1
37;147;30;6;1
40;134;29;6;1
44;122;27;6;1
48;112;26;6;1
54;99;24;6;1
63;87;21;6;1
73;79;19;6;1
83;73;17;6;1
100;70;14;5;2
110;62;13;4;2
121;59;11;4;2
130;52;10;3;2
140;51;9;3;2
142;48;8;3;2
131;51;8;3;2
131;46;8;3;2
126;38;7;3;2
121;40;8;3;2
132;36;6;4;2
104;35;7;4;3
99;37;7;4;3
93;40;6;4;3
77;38;7;4;3
62;39;8;4;3
55;39;8;4;4
50;41;9;4;4
48;41;8;4;4
44;44;9;4;4
42;47;9;4;4
32;47;11;4;5
33;49;11;4;5
32;52;11;4;5
35;55;9;4;5
31;56;9;4;5
30;59;9;4;5
31;57;9;4;5
27;61;9;4;5
25;62;10;5;5
