10;10;48;0
11;30;43;0
11;40;41;0
11;50;39;0
12;60;35;0
13;69;31;0
13;78;30;0
13;87;28;0
13;96;26;0
12;105;27;3
12;113;25;3
12;121;24;3

11;71;33;0;
